image_name,key,gt_path,pred_path,PSNR,SSIM,MSE,MAE,RMSE,UIQ,LPIPS,NIQE,BRISQUE
00690.png,00690,/content/TAPETUM/datasets/LoLv2/LOL-v2/Real_captured/Test/Normal/00690.png,/content/TAPETUM/RetinexNet/test_results_lolv2/00690_S.png,16.679919692744754,0.6734831429221496,1396.6525916666667,26.024344444444445,37.37181547191234,0.6343787730478078,0.33579155802726746,,
00691.png,00691,/content/TAPETUM/datasets/LoLv2/LOL-v2/Real_captured/Test/Normal/00691.png,/content/TAPETUM/RetinexNet/test_results_lolv2/00691_S.png,16.591585966231072,0.629192611575189,1425.3508013888888,26.166706944444446,37.75381836833049,0.6132960824863931,0.3344317078590393,,
00692.png,00692,/content/TAPETUM/datasets/LoLv2/LOL-v2/Real_captured/Test/Normal/00692.png,/content/TAPETUM/RetinexNet/test_results_lolv2/00692_S.png,18.19193283021287,0.7182121131599581,986.0230736111112,24.897529166666665,31.401004340802718,0.7624892444516903,0.3426126539707184,,
00693.png,00693,/content/TAPETUM/datasets/LoLv2/LOL-v2/Real_captured/Test/Normal/00693.png,/content/TAPETUM/RetinexNet/test_results_lolv2/00693_S.png,18.827924083839665,0.7379807887329187,851.7025597222222,23.120015277777778,29.183943525888036,0.7878813410940904,0.31059330701828003,,
00694.png,00694,/content/TAPETUM/datasets/LoLv2/LOL-v2/Real_captured/Test/Normal/00694.png,/content/TAPETUM/RetinexNet/test_results_lolv2/00694_S.png,19.545999317299106,0.71231774231833,721.9056305555556,21.651083333333332,26.86830159417516,0.7536985549982888,0.3174426853656769,,
00695.png,00695,/content/TAPETUM/datasets/LoLv2/LOL-v2/Real_captured/Test/Normal/00695.png,/content/TAPETUM/RetinexNet/test_results_lolv2/00695_S.png,19.56304375812082,0.7135686679372785,719.0779722222222,21.610777777777777,26.81562925277388,0.754541627627189,0.3176555335521698,,
00696.png,00696,/content/TAPETUM/datasets/LoLv2/LOL-v2/Real_captured/Test/Normal/00696.png,/content/TAPETUM/RetinexNet/test_results_lolv2/00696_S.png,16.649555501187404,0.620005025596199,1406.4516625,31.895031944444444,37.50268873694258,0.6608427411398354,0.44977638125419617,,
00697.png,00697,/content/TAPETUM/datasets/LoLv2/LOL-v2/Real_captured/Test/Normal/00697.png,/content/TAPETUM/RetinexNet/test_results_lolv2/00697_S.png,16.606269403478414,0.6125904594792916,1420.5398472222223,31.995686111111112,37.69004971106064,0.6581764804421071,0.458965539932251,,
00698.png,00698,/content/TAPETUM/datasets/LoLv2/LOL-v2/Real_captured/Test/Normal/00698.png,/content/TAPETUM/RetinexNet/test_results_lolv2/00698_S.png,18.617466163913573,0.5900349450371895,893.9922305555556,23.38695,29.89970285062304,0.7504544725604262,0.6372488737106323,,
00699.png,00699,/content/TAPETUM/datasets/LoLv2/LOL-v2/Real_captured/Test/Normal/00699.png,/content/TAPETUM/RetinexNet/test_results_lolv2/00699_S.png,18.624928132104767,0.5701711613986165,892.4575083333333,23.310783333333333,29.874027320288327,0.7426065975326462,0.6470960974693298,,
00700.png,00700,/content/TAPETUM/datasets/LoLv2/LOL-v2/Real_captured/Test/Normal/00700.png,/content/TAPETUM/RetinexNet/test_results_lolv2/00700_S.png,16.348293184452302,0.6569233345998545,1507.4782069444445,34.179229166666666,38.82625666922379,0.7663306575385965,0.310055673122406,,
00701.png,00701,/content/TAPETUM/datasets/LoLv2/LOL-v2/Real_captured/Test/Normal/00701.png,/content/TAPETUM/RetinexNet/test_results_lolv2/00701_S.png,16.399977626788132,0.6661742021886691,1489.6443652777778,33.99530416666666,38.595911250776005,0.7712662762623671,0.3067047894001007,,
00702.png,00702,/content/TAPETUM/datasets/LoLv2/LOL-v2/Real_captured/Test/Normal/00702.png,/content/TAPETUM/RetinexNet/test_results_lolv2/00702_S.png,14.189434024109755,0.6465671888502699,2478.2034569444445,39.31659027777778,49.781557397739626,0.5287816003011514,0.5133589506149292,,
00703.png,00703,/content/TAPETUM/datasets/LoLv2/LOL-v2/Real_captured/Test/Normal/00703.png,/content/TAPETUM/RetinexNet/test_results_lolv2/00703_S.png,14.181425999870164,0.6456768309077556,2482.777270833333,39.35621805555556,49.82747505978337,0.5283882815113082,0.5142836570739746,,
00704.png,00704,/content/TAPETUM/datasets/LoLv2/LOL-v2/Real_captured/Test/Normal/00704.png,/content/TAPETUM/RetinexNet/test_results_lolv2/00704_S.png,14.14447512501592,0.6441146391777784,2503.991488888889,39.47511111111111,50.03989896961113,0.5251096195772794,0.5132639408111572,,
00705.png,00705,/content/TAPETUM/datasets/LoLv2/LOL-v2/Real_captured/Test/Normal/00705.png,/content/TAPETUM/RetinexNet/test_results_lolv2/00705_S.png,16.480696347383958,0.6112086269984326,1462.2132875,31.872620833333333,38.238897571713544,0.5568598245948545,0.6040500998497009,,
